Inicial,Upcard,Acoes,Final,Valor,DealerFinal,Resultado,Aposta,PNL,Double,Split,BJ_Jogador,BJ_Dealer
39,K,H,399,21,9K,V,1.0,1.0,N,N,N,N
56,K,D,456,15,9K,D,1.0,-2.0,S,N,N,N
7Q,8,S,7Q,17,378,D,1.0,-1.0,N,N,N,N
5T,8,H,58T,23,378,D,1.0,-1.0,N,N,N,N
9T,8,S,9T,19,378,V,1.0,1.0,N,N,N,N
35,8,HH,357K,25,378,D,1.0,-1.0,N,N,N,N
3J,8,H,3TJ,23,378,D,1.0,-1.0,N,N,N,N
9Q,8,S,9Q,19,378,V,1.0,1.0,N,N,N,N
39,8,H,39T,22,378,D,1.0,-1.0,N,N,N,N
9A,3,S,9A,20,389,E,1.0,0.0,N,N,N,N
6A,3,D,6QA,17,389,D,1.0,-2.0,S,N,N,N
4A,3,H,46A,21,389,V,1.0,1.0,N,N,N,N
3K,3,S,3K,13,389,D,1.0,-1.0,N,N,N,N
45,3,D,45Q,19,389,D,1.0,-2.0,S,N,N,N
4T,3,S,4T,14,389,D,1.0,-1.0,N,N,N,N
QK,3,S,QK,20,389,E,1.0,0.0,N,N,N,N
5A,5,D,5AA,17,445J,V,1.0,2.0,S,N,N,N
9A,5,S,9A,20,445J,V,1.0,1.0,N,N,N,N
68,5,S,68,14,445J,V,1.0,1.0,N,N,N,N
3T,5,S,3T,13,445J,V,1.0,1.0,N,N,N,N
33,5,P,23,5,445J,V,1.0,1.0,N,S,N,N
23,5,HS,23J,15,445J,V,1.0,1.0,N,S,N,N
7J,5,S,7J,17,445J,V,1.0,1.0,N,N,N,N
46,5,D,456,15,445J,V,1.0,2.0,S,N,N,N
6Q,7,H,6QK,26,267Q,D,1.0,-1.0,N,N,N,N
7J,7,S,7J,17,267Q,V,1.0,1.0,N,N,N,N
QQ,7,S,QQ,20,267Q,V,1.0,1.0,N,N,N,N
67,7,HS,567,18,267Q,V,1.0,1.0,N,N,N,N
48,7,H,48Q,22,267Q,D,1.0,-1.0,N,N,N,N
78,7,H,78T,25,267Q,D,1.0,-1.0,N,N,N,N
27,7,HS,278,17,267Q,V,1.0,1.0,N,N,N,N
6T,Q,H,56T,21,QA,D,1.0,-1.0,N,N,N,S
25,Q,HHHS,22456,19,QA,D,1.0,-1.0,N,N,N,S
TA,Q,-,TA,21,QA,E,1.0,0.0,N,N,S,S
9Q,Q,S,9Q,19,QA,D,1.0,-1.0,N,N,N,S
9A,Q,S,9A,20,QA,D,1.0,-1.0,N,N,N,S
57,Q,H,57Q,22,QA,D,1.0,-1.0,N,N,N,S
3K,Q,H,3KK,23,QA,D,1.0,-1.0,N,N,N,S
3K,J,H,3KK,23,28J,D,1.0,-1.0,N,N,N,N
88,J,P,38,11,28J,D,1.0,-1.0,N,S,N,N
8T,J,S,8T,18,28J,D,1.0,-1.0,N,S,N,N
99,J,S,99,18,28J,D,1.0,-1.0,N,N,N,N
8A,J,S,8A,19,28J,D,1.0,-1.0,N,N,N,N
3J,J,H,3TJ,23,28J,D,1.0,-1.0,N,N,N,N
99,J,S,99,18,28J,D,1.0,-1.0,N,N,N,N
38,J,D,38T,21,28J,V,1.0,2.0,S,N,N,N
9K,2,S,9K,19,223A,V,1.0,1.0,N,N,N,N
QK,2,S,QK,20,223A,V,1.0,1.0,N,N,N,N
35,2,HS,356,14,223A,D,1.0,-1.0,N,N,N,N
2T,2,H,2TK,22,223A,D,1.0,-1.0,N,N,N,N
33,2,HHHS,33338,20,223A,V,1.0,1.0,N,N,N,N
JJ,2,S,JJ,20,223A,V,1.0,1.0,N,N,N,N
9J,2,S,9J,19,223A,V,1.0,1.0,N,N,N,N
7K,6,S,7K,17,467,E,1.0,0.0,N,N,N,N
9A,6,S,9A,20,467,V,1.0,1.0,N,N,N,N
TT,6,S,TT,20,467,V,1.0,1.0,N,N,N,N
2K,6,S,2K,12,467,D,1.0,-1.0,N,N,N,N
KA,6,-,KA,21,467,V,1.0,1.5,N,N,S,N
26,6,HS,26Q,18,467,V,1.0,1.0,N,N,N,N
TA,6,-,TA,21,467,V,1.0,1.5,N,N,S,N
78,A,-,78,15,TA,D,1.0,-1.0,N,N,N,S
9Q,A,-,9Q,19,TA,D,1.0,-1.0,N,N,N,S
99,A,-,99,18,TA,D,1.0,-1.0,N,N,N,S
69,A,-,69,15,TA,D,1.0,-1.0,N,N,N,S
34,A,-,34,7,TA,D,1.0,-1.0,N,N,N,S
27,A,-,27,9,TA,D,1.0,-1.0,N,N,N,S
5Q,A,-,5Q,15,TA,D,1.0,-1.0,N,N,N,S
4T,T,H,4TK,24,TT,D,1.0,-1.0,N,N,N,N
68,T,H,68Q,24,TT,D,1.0,-1.0,N,N,N,N
24,T,HH,24TJ,26,TT,D,1.0,-1.0,N,N,N,N
58,T,H,58Q,23,TT,D,1.0,-1.0,N,N,N,N
5A,T,HH,569A,21,TT,V,1.0,1.0,N,N,N,N
44,T,HH,4479,24,TT,D,1.0,-1.0,N,N,N,N
44,T,HHS,448A,17,TT,D,1.0,-1.0,N,N,N,N
24,J,HHS,2457,18,4JJ,V,1.0,1.0,N,N,N,N
9Q,J,S,9Q,19,4JJ,V,1.0,1.0,N,N,N,N
25,J,HD,245J,21,4JJ,V,1.0,2.0,S,N,N,N
TQ,J,S,TQ,20,4JJ,V,1.0,1.0,N,N,N,N
24,J,HHH,22458,21,4JJ,V,1.0,1.0,N,N,N,N
4A,J,HH,244A,21,4JJ,V,1.0,1.0,N,N,N,N
6Q,J,H,6QK,26,4JJ,D,1.0,-1.0,N,N,N,N
6K,6,S,6K,16,6TJ,V,1.0,1.0,N,N,N,N
JQ,6,S,JQ,20,6TJ,V,1.0,1.0,N,N,N,N
34,6,HS,346,13,6TJ,V,1.0,1.0,N,N,N,N
26,6,HS,268,16,6TJ,V,1.0,1.0,N,N,N,N
34,6,HS,348,15,6TJ,V,1.0,1.0,N,N,N,N
69,6,S,69,15,6TJ,V,1.0,1.0,N,N,N,N
7K,6,S,7K,17,6TJ,V,1.0,1.0,N,N,N,N
49,3,S,49,13,3446A,D,1.0,-1.0,N,N,N,N
3K,3,S,3K,13,3446A,D,1.0,-1.0,N,N,N,N
3Q,3,S,3Q,13,3446A,D,1.0,-1.0,N,N,N,N
8T,3,S,8T,18,3446A,E,1.0,0.0,N,N,N,N
5T,3,S,5T,15,3446A,D,1.0,-1.0,N,N,N,N
8T,3,S,8T,18,3446A,E,1.0,0.0,N,N,N,N
68,3,S,68,14,3446A,D,1.0,-1.0,N,N,N,N
23,9,HH,2388,21,99,V,1.0,1.0,N,N,N,N
56,9,D,56K,21,99,V,1.0,2.0,S,N,N,N
5K,9,H,59K,24,99,D,1.0,-1.0,N,N,N,N
5T,9,H,56T,21,99,V,1.0,1.0,N,N,N,N
6A,9,HH,67JA,24,99,D,1.0,-1.0,N,N,N,N
4Q,9,H,4QK,24,99,D,1.0,-1.0,N,N,N,N
78,9,HS,278,17,99,D,1.0,-1.0,N,N,N,N
TA,T,-,TA,21,45T,V,1.0,1.5,N,N,S,N
5Q,T,H,57Q,22,45T,D,1.0,-1.0,N,N,N,N
7K,T,S,7K,17,45T,D,1.0,-1.0,N,N,N,N
8K,T,S,8K,18,45T,D,1.0,-1.0,N,N,N,N
9J,T,S,9J,19,45T,E,1.0,0.0,N,N,N,N
2Q,T,HS,25Q,17,45T,D,1.0,-1.0,N,N,N,N
8J,T,S,8J,18,45T,D,1.0,-1.0,N,N,N,N
4Q,8,H,49Q,23,8A,D,1.0,-1.0,N,N,N,N
5Q,8,H,5QQ,25,8A,D,1.0,-1.0,N,N,N,N
3A,8,HS,34A,18,8A,D,1.0,-1.0,N,N,N,N
7T,8,S,7T,17,8A,D,1.0,-1.0,N,N,N,N
55,8,D,355,13,8A,D,1.0,-2.0,S,N,N,N
4K,8,HS,34K,17,8A,D,1.0,-1.0,N,N,N,N
4Q,8,H,48Q,22,8A,D,1.0,-1.0,N,N,N,N
2K,6,S,2K,12,69T,V,1.0,1.0,N,N,N,N
9A,6,S,9A,20,69T,V,1.0,1.0,N,N,N,N
26,6,HS,26T,18,69T,V,1.0,1.0,N,N,N,N
78,6,S,78,15,69T,V,1.0,1.0,N,N,N,N
JA,6,-,JA,21,69T,V,1.0,1.5,N,N,S,N
2A,6,D,2QA,13,69T,V,1.0,2.0,S,N,N,N
TJ,6,S,TJ,20,69T,V,1.0,1.0,N,N,N,N
5Q,8,H,5QK,25,48K,D,1.0,-1.0,N,N,N,N
78,8,H,788,23,48K,D,1.0,-1.0,N,N,N,N
JK,8,S,JK,20,48K,V,1.0,1.0,N,N,N,N
67,8,HH,3567,21,48K,V,1.0,1.0,N,N,N,N
67,8,H,679,22,48K,D,1.0,-1.0,N,N,N,N
59,8,H,599,23,48K,D,1.0,-1.0,N,N,N,N
3K,8,HHS,235K,20,48K,V,1.0,1.0,N,N,N,N
TA,7,-,TA,21,2457,V,1.0,1.5,N,N,S,N
59,7,H,59J,24,2457,D,1.0,-1.0,N,N,N,N
2K,7,HH,24KK,26,2457,D,1.0,-1.0,N,N,N,N
68,7,HS,668,20,2457,V,1.0,1.0,N,N,N,N
TT,7,S,TT,20,2457,V,1.0,1.0,N,N,N,N
4T,7,H,48T,22,2457,D,1.0,-1.0,N,N,N,N
39,7,H,39Q,22,2457,D,1.0,-1.0,N,N,N,N
JQ,J,S,JQ,20,JQ,E,1.0,0.0,N,N,N,N
59,J,H,59T,24,JQ,D,1.0,-1.0,N,N,N,N
2J,J,H,29J,21,JQ,V,1.0,1.0,N,N,N,N
3K,J,H,39K,22,JQ,D,1.0,-1.0,N,N,N,N
4Q,J,H,4JQ,24,JQ,D,1.0,-1.0,N,N,N,N
4A,J,HS,44A,19,JQ,D,1.0,-1.0,N,N,N,N
7A,J,H,37A,21,JQ,V,1.0,1.0,N,N,N,N
23,7,HH,239T,24,37T,D,1.0,-1.0,N,N,N,N
7J,7,S,7J,17,37T,D,1.0,-1.0,N,N,N,N
6K,7,H,6KK,26,37T,D,1.0,-1.0,N,N,N,N
JA,7,-,JA,21,37T,V,1.0,1.5,N,N,S,N
48,7,H,489,21,37T,V,1.0,1.0,N,N,N,N
48,7,HS,458,17,37T,D,1.0,-1.0,N,N,N,N
8K,7,S,8K,18,37T,D,1.0,-1.0,N,N,N,N
22,T,HH,22TQ,24,24TA,D,1.0,-1.0,N,N,N,N
48,T,HS,478,19,24TA,V,1.0,1.0,N,N,N,N
28,T,HS,289,19,24TA,V,1.0,1.0,N,N,N,N
33,T,HH,336J,22,24TA,D,1.0,-1.0,N,N,N,N
3J,T,H,38J,21,24TA,V,1.0,1.0,N,N,N,N
36,T,HH,367Q,26,24TA,D,1.0,-1.0,N,N,N,N
7J,T,S,7J,17,24TA,E,1.0,0.0,N,N,N,N
2J,7,H,2JJ,22,79Q,D,1.0,-1.0,N,N,N,N
22,7,P,27,9,79Q,V,1.0,1.0,N,S,N,N
2K,7,H,2QK,22,79Q,D,1.0,-1.0,N,S,N,N
9T,7,S,9T,19,79Q,V,1.0,1.0,N,N,N,N
2T,7,H,2TK,22,79Q,D,1.0,-1.0,N,N,N,N
39,7,H,39J,22,79Q,D,1.0,-1.0,N,N,N,N
5A,7,HHH,577AA,21,79Q,V,1.0,1.0,N,N,N,N
6T,7,HS,36T,19,79Q,V,1.0,1.0,N,N,N,N
9A,5,S,9A,20,3557A,D,1.0,-1.0,N,N,N,N
TA,5,-,TA,21,3557A,V,1.0,1.5,N,N,S,N
JQ,5,S,JQ,20,3557A,D,1.0,-1.0,N,N,N,N
5K,5,S,5K,15,3557A,D,1.0,-1.0,N,N,N,N
9Q,5,S,9Q,19,3557A,D,1.0,-1.0,N,N,N,N
24,5,HS,24T,16,3557A,D,1.0,-1.0,N,N,N,N
5Q,5,S,5Q,15,3557A,D,1.0,-1.0,N,N,N,N
26,3,HD,2236,13,33TQ,V,1.0,2.0,S,N,N,N
8T,3,S,8T,18,33TQ,V,1.0,1.0,N,N,N,N
AA,3,P,5A,16,33TQ,V,1.0,1.0,N,S,N,N
8A,3,-,8A,19,33TQ,V,1.0,1.0,N,S,N,N
8A,3,S,8A,19,33TQ,V,1.0,1.0,N,N,N,N
55,3,D,559,19,33TQ,V,1.0,2.0,S,N,N,N
78,3,S,78,15,33TQ,V,1.0,1.0,N,N,N,N
9Q,3,S,9Q,19,33TQ,V,1.0,1.0,N,N,N,N
9Q,4,S,9Q,19,246Q,V,1.0,1.0,N,N,N,N
26,4,HS,256,13,246Q,V,1.0,1.0,N,N,N,N
8A,4,S,8A,19,246Q,V,1.0,1.0,N,N,N,N
KA,4,-,KA,21,246Q,V,1.0,1.5,N,N,S,N
66,4,P,67,13,246Q,V,1.0,1.0,N,S,N,N
56,4,HS,56A,12,246Q,V,1.0,1.0,N,S,N,N
68,4,S,68,14,246Q,V,1.0,1.0,N,N,N,N
8T,4,S,8T,18,246Q,V,1.0,1.0,N,N,N,N
TT,6,S,TT,20,26T,V,1.0,1.0,N,N,N,N
9K,6,S,9K,19,26T,V,1.0,1.0,N,N,N,N
9T,6,S,9T,19,26T,V,1.0,1.0,N,N,N,N
67,6,S,67,13,26T,D,1.0,-1.0,N,N,N,N
78,6,S,78,15,26T,D,1.0,-1.0,N,N,N,N
2T,6,S,2T,12,26T,D,1.0,-1.0,N,N,N,N
5A,6,D,5KA,16,26T,D,1.0,-2.0,S,N,N,N
89,K,S,89,17,KK,D,1.0,-1.0,N,N,N,N
5Q,K,H,5TQ,25,KK,D,1.0,-1.0,N,N,N,N
79,K,HS,379,19,KK,D,1.0,-1.0,N,N,N,N
2T,K,HS,27T,19,KK,D,1.0,-1.0,N,N,N,N
6Q,K,HS,6QA,17,KK,D,1.0,-1.0,N,N,N,N
JJ,K,S,JJ,20,KK,E,1.0,0.0,N,N,N,N
4J,K,HS,34J,17,KK,D,1.0,-1.0,N,N,N,N
JJ,2,S,JJ,20,248K,V,1.0,1.0,N,N,N,N
TJ,2,S,TJ,20,248K,V,1.0,1.0,N,N,N,N
7K,2,S,7K,17,248K,V,1.0,1.0,N,N,N,N
89,2,S,89,17,248K,V,1.0,1.0,N,N,N,N
45,2,HS,45T,19,248K,V,1.0,1.0,N,N,N,N
28,2,D,28Q,20,248K,V,1.0,2.0,S,N,N,N
TK,2,S,TK,20,248K,V,1.0,1.0,N,N,N,N
66,5,P,6A,17,57Q,V,1.0,1.0,N,S,N,N
36,5,HS,36K,19,57Q,V,1.0,1.0,N,S,N,N
KK,5,S,KK,20,57Q,V,1.0,1.0,N,N,N,N
AA,5,P,3A,14,57Q,V,1.0,1.0,N,S,N,N
6A,5,-,6A,17,57Q,V,1.0,1.0,N,S,N,N
7Q,5,S,7Q,17,57Q,V,1.0,1.0,N,N,N,N
7J,5,S,7J,17,57Q,V,1.0,1.0,N,N,N,N
48,5,S,48,12,57Q,V,1.0,1.0,N,N,N,N
99,5,P,49,13,57Q,V,1.0,1.0,N,S,N,N
9J,5,S,9J,19,57Q,V,1.0,1.0,N,S,N,N
69,Q,H,669,21,8Q,V,1.0,1.0,N,N,N,N
JQ,Q,S,JQ,20,8Q,V,1.0,1.0,N,N,N,N
59,Q,HS,459,18,8Q,E,1.0,0.0,N,N,N,N
2K,Q,H,2JK,22,8Q,D,1.0,-1.0,N,N,N,N
6J,Q,HS,26J,18,8Q,E,1.0,0.0,N,N,N,N
67,Q,H,67T,23,8Q,D,1.0,-1.0,N,N,N,N
69,Q,HS,569,20,8Q,V,1.0,1.0,N,N,N,N
9Q,5,S,9Q,19,2556,V,1.0,1.0,N,N,N,N
48,5,S,48,12,2556,D,1.0,-1.0,N,N,N,N
56,5,D,556,16,2556,D,1.0,-2.0,S,N,N,N
QK,5,S,QK,20,2556,V,1.0,1.0,N,N,N,N
48,5,S,48,12,2556,D,1.0,-1.0,N,N,N,N
4K,5,S,4K,14,2556,D,1.0,-1.0,N,N,N,N
QA,5,-,QA,21,2556,V,1.0,1.5,N,N,S,N
JQ,A,S,JQ,20,23AA,V,1.0,1.0,N,N,N,N
6A,A,HS,6TA,17,23AA,E,1.0,0.0,N,N,N,N
4J,A,H,4JJ,24,23AA,D,1.0,-1.0,N,N,N,N
3K,A,H,3KK,23,23AA,D,1.0,-1.0,N,N,N,N
68,A,HHS,2468,20,23AA,V,1.0,1.0,N,N,N,N
7J,A,S,7J,17,23AA,E,1.0,0.0,N,N,N,N
9K,A,S,9K,19,23AA,V,1.0,1.0,N,N,N,N
KK,A,-,KK,20,KA,D,1.0,-1.0,N,N,N,S
22,A,-,22,4,KA,D,1.0,-1.0,N,N,N,S
79,A,-,79,16,KA,D,1.0,-1.0,N,N,N,S
35,A,-,35,8,KA,D,1.0,-1.0,N,N,N,S
37,A,-,37,10,KA,D,1.0,-1.0,N,N,N,S
79,A,-,79,16,KA,D,1.0,-1.0,N,N,N,S
2J,A,-,2J,12,KA,D,1.0,-1.0,N,N,N,S
23,T,HHS,223J,17,7T,E,1.0,0.0,N,N,N,N
2A,T,HH,29JA,22,7T,D,1.0,-1.0,N,N,N,N
2A,T,HHHS,26KAA,20,7T,V,1.0,1.0,N,N,N,N
9J,T,S,9J,19,7T,V,1.0,1.0,N,N,N,N
78,T,HH,78QA,26,7T,D,1.0,-1.0,N,N,N,N
3J,T,HS,36J,19,7T,V,1.0,1.0,N,N,N,N
8Q,T,S,8Q,18,7T,V,1.0,1.0,N,N,N,N
34,6,HD,2349,18,68Q,V,1.0,2.0,S,N,N,N
8J,6,S,8J,18,68Q,V,1.0,1.0,N,N,N,N
8T,6,S,8T,18,68Q,V,1.0,1.0,N,N,N,N
49,6,S,49,13,68Q,V,1.0,1.0,N,N,N,N
24,6,HS,24T,16,68Q,V,1.0,1.0,N,N,N,N
36,6,D,236,11,68Q,V,1.0,2.0,S,N,N,N
3A,6,D,35A,19,68Q,V,1.0,2.0,S,N,N,N
49,J,H,489,21,7J,V,1.0,1.0,N,N,N,N
39,J,HS,369,18,7J,V,1.0,1.0,N,N,N,N
56,J,D,556,16,7J,D,1.0,-2.0,S,N,N,N
22,J,HHS,2258,17,7J,E,1.0,0.0,N,N,N,N
4T,J,H,49T,23,7J,D,1.0,-1.0,N,N,N,N
2K,J,HS,28K,20,7J,V,1.0,1.0,N,N,N,N
9Q,J,S,9Q,19,7J,V,1.0,1.0,N,N,N,N
5A,T,HHS,45TA,20,7T,V,1.0,1.0,N,N,N,N
68,T,HS,568,19,7T,V,1.0,1.0,N,N,N,N
6J,T,H,6TJ,26,7T,D,1.0,-1.0,N,N,N,N
6A,T,H,46A,21,7T,V,1.0,1.0,N,N,N,N
8Q,T,S,8Q,18,7T,V,1.0,1.0,N,N,N,N
8J,T,S,8J,18,7T,V,1.0,1.0,N,N,N,N
25,T,HHH,2455K,26,7T,D,1.0,-1.0,N,N,N,N
56,5,D,56Q,21,59K,V,1.0,2.0,S,N,N,N
3J,5,S,3J,13,59K,V,1.0,1.0,N,N,N,N
35,5,HS,355,13,59K,V,1.0,1.0,N,N,N,N
8A,5,S,8A,19,59K,V,1.0,1.0,N,N,N,N
6T,5,S,6T,16,59K,V,1.0,1.0,N,N,N,N
28,5,D,228,12,59K,V,1.0,2.0,S,N,N,N
66,5,P,69,15,59K,V,1.0,1.0,N,S,N,N
67,5,S,67,13,59K,V,1.0,1.0,N,S,N,N
28,J,HS,28T,20,8J,V,1.0,1.0,N,N,N,N
3J,J,HHS,234J,19,8J,V,1.0,1.0,N,N,N,N
58,J,HHS,358A,17,8J,D,1.0,-1.0,N,N,N,N
8Q,J,S,8Q,18,8J,E,1.0,0.0,N,N,N,N
4T,J,H,47T,21,8J,V,1.0,1.0,N,N,N,N
7A,J,HS,7JA,18,8J,E,1.0,0.0,N,N,N,N
49,J,H,49J,23,8J,D,1.0,-1.0,N,N,N,N
9K,K,S,9K,19,KK,D,1.0,-1.0,N,N,N,N
6J,K,HS,26J,18,KK,D,1.0,-1.0,N,N,N,N
7Q,K,S,7Q,17,KK,D,1.0,-1.0,N,N,N,N
49,K,HS,469,19,KK,D,1.0,-1.0,N,N,N,N
2K,K,H,2TK,22,KK,D,1.0,-1.0,N,N,N,N
38,K,D,38K,21,KK,V,1.0,2.0,S,N,N,N
7A,K,HS,27A,20,KK,E,1.0,0.0,N,N,N,N
TA,7,-,TA,21,789,V,1.0,1.5,N,N,S,N
QQ,7,S,QQ,20,789,V,1.0,1.0,N,N,N,N
6T,7,H,6TT,26,789,D,1.0,-1.0,N,N,N,N
34,7,HS,34T,17,789,V,1.0,1.0,N,N,N,N
TQ,7,S,TQ,20,789,V,1.0,1.0,N,N,N,N
28,7,D,28Q,20,789,V,1.0,2.0,S,N,N,N
KA,7,-,KA,21,789,V,1.0,1.5,N,N,S,N
8J,A,S,8J,18,5AA,V,1.0,1.0,N,N,N,N
88,A,P,38,11,5AA,D,1.0,-1.0,N,S,N,N
8A,A,S,8A,19,5AA,V,1.0,1.0,N,S,N,N
7Q,A,S,7Q,17,5AA,E,1.0,0.0,N,N,N,N
67,A,HS,677,20,5AA,V,1.0,1.0,N,N,N,N
35,A,HS,35J,18,5AA,V,1.0,1.0,N,N,N,N
38,A,HH,38KA,22,5AA,D,1.0,-1.0,N,N,N,N
TJ,A,S,TJ,20,5AA,V,1.0,1.0,N,N,N,N
78,3,S,78,15,2239A,D,1.0,-1.0,N,N,N,N
9J,3,S,9J,19,2239A,V,1.0,1.0,N,N,N,N
TJ,3,S,TJ,20,2239A,V,1.0,1.0,N,N,N,N
8J,3,S,8J,18,2239A,V,1.0,1.0,N,N,N,N
QA,3,-,QA,21,2239A,V,1.0,1.5,N,N,S,N
22,3,HS,22J,14,2239A,D,1.0,-1.0,N,N,N,N
89,3,S,89,17,2239A,E,1.0,0.0,N,N,N,N
5Q,3,S,5Q,15,39T,V,1.0,1.0,N,N,N,N
8K,3,S,8K,18,39T,V,1.0,1.0,N,N,N,N
7J,3,S,7J,17,39T,V,1.0,1.0,N,N,N,N
38,3,D,338,14,39T,V,1.0,2.0,S,N,N,N
7J,3,S,7J,17,39T,V,1.0,1.0,N,N,N,N
3J,3,S,3J,13,39T,V,1.0,1.0,N,N,N,N
JQ,3,S,JQ,20,39T,V,1.0,1.0,N,N,N,N
9T,5,S,9T,19,56Q,D,1.0,-1.0,N,N,N,N
4T,5,S,4T,14,56Q,D,1.0,-1.0,N,N,N,N
9J,5,S,9J,19,56Q,D,1.0,-1.0,N,N,N,N
QA,5,-,QA,21,56Q,V,1.0,1.5,N,N,S,N
7A,5,D,79A,17,56Q,D,1.0,-2.0,S,N,N,N
KK,5,S,KK,20,56Q,D,1.0,-1.0,N,N,N,N
68,5,S,68,14,56Q,D,1.0,-1.0,N,N,N,N
5Q,4,S,5Q,15,24QQ,V,1.0,1.0,N,N,N,N
4J,4,S,4J,14,24QQ,V,1.0,1.0,N,N,N,N
9K,4,S,9K,19,24QQ,V,1.0,1.0,N,N,N,N
56,4,D,56Q,21,24QQ,V,1.0,2.0,S,N,N,N
9K,4,S,9K,19,24QQ,V,1.0,1.0,N,N,N,N
4J,4,S,4J,14,24QQ,V,1.0,1.0,N,N,N,N
34,4,HS,349,16,24QQ,V,1.0,1.0,N,N,N,N
5Q,5,S,5Q,15,569,D,1.0,-1.0,N,N,N,N
8T,5,S,8T,18,569,D,1.0,-1.0,N,N,N,N
4K,5,S,4K,14,569,D,1.0,-1.0,N,N,N,N
KA,5,-,KA,21,569,V,1.0,1.5,N,N,S,N
TK,5,S,TK,20,569,E,1.0,0.0,N,N,N,N
47,5,D,477,18,569,D,1.0,-2.0,S,N,N,N
TK,5,S,TK,20,569,E,1.0,0.0,N,N,N,N
8Q,A,S,8Q,18,7A,E,1.0,0.0,N,N,N,N
JK,A,S,JK,20,7A,V,1.0,1.0,N,N,N,N
56,A,HS,567,18,7A,E,1.0,0.0,N,N,N,N
3T,A,H,39T,22,7A,D,1.0,-1.0,N,N,N,N
6K,A,H,69K,25,7A,D,1.0,-1.0,N,N,N,N
8J,A,S,8J,18,7A,E,1.0,0.0,N,N,N,N
2T,A,HH,23TQ,25,7A,D,1.0,-1.0,N,N,N,N
9A,8,S,9A,20,278,V,1.0,1.0,N,N,N,N
44,8,HS,44K,18,278,V,1.0,1.0,N,N,N,N
2T,8,H,2TJ,22,278,D,1.0,-1.0,N,N,N,N
3J,8,HH,335J,21,278,V,1.0,1.0,N,N,N,N
6T,8,H,6TK,26,278,D,1.0,-1.0,N,N,N,N
6J,8,HS,6JA,17,278,E,1.0,0.0,N,N,N,N
2A,8,HHS,223A,18,278,V,1.0,1.0,N,N,N,N
6J,2,S,6J,16,2TJAA,V,1.0,1.0,N,N,N,N
TK,2,S,TK,20,2TJAA,V,1.0,1.0,N,N,N,N
24,2,HD,2345,14,2TJAA,V,1.0,2.0,S,N,N,N
46,2,D,467,17,2TJAA,V,1.0,2.0,S,N,N,N
QQ,2,S,QQ,20,2TJAA,V,1.0,1.0,N,N,N,N
44,2,HD,3447,18,2TJAA,V,1.0,2.0,S,N,N,N
4K,2,S,4K,14,2TJAA,V,1.0,1.0,N,N,N,N
29,A,H,29T,21,5AA,V,1.0,1.0,N,N,N,N
88,A,P,8Q,18,5AA,V,1.0,1.0,N,S,N,N
78,A,H,788,23,5AA,D,1.0,-1.0,N,S,N,N
38,A,H,38K,21,5AA,V,1.0,1.0,N,N,N,N
4Q,A,H,48Q,22,5AA,D,1.0,-1.0,N,N,N,N
4J,A,HS,34J,17,5AA,E,1.0,0.0,N,N,N,N
56,A,H,56T,21,5AA,V,1.0,1.0,N,N,N,N
8A,A,S,8A,19,5AA,V,1.0,1.0,N,N,N,N
77,Q,H,779,23,QQ,D,1.0,-1.0,N,N,N,N
7J,Q,S,7J,17,QQ,D,1.0,-1.0,N,N,N,N
45,Q,HD,245Q,21,QQ,V,1.0,2.0,S,N,N,N
57,Q,HHHS,2557A,20,QQ,E,1.0,0.0,N,N,N,N
5Q,Q,H,5QK,25,QQ,D,1.0,-1.0,N,N,N,N
29,Q,D,269,17,QQ,D,1.0,-2.0,S,N,N,N
2J,Q,HHHS,225JA,20,QQ,E,1.0,0.0,N,N,N,N
QQ,Q,S,QQ,20,QQ,E,1.0,0.0,N,N,N,N
37,Q,HS,37Q,20,QQ,E,1.0,0.0,N,N,N,N
9Q,Q,S,9Q,19,QQ,D,1.0,-1.0,N,N,N,N
4A,Q,HH,4TQA,25,QQ,D,1.0,-1.0,N,N,N,N
5K,Q,H,5TK,25,QQ,D,1.0,-1.0,N,N,N,N
6J,Q,H,6TJ,26,QQ,D,1.0,-1.0,N,N,N,N
2K,Q,H,2JK,22,QQ,D,1.0,-1.0,N,N,N,N
5K,2,S,5K,15,29JA,V,1.0,1.0,N,N,N,N
66,2,H,66J,22,29JA,D,1.0,-1.0,N,N,N,N
8T,2,S,8T,18,29JA,V,1.0,1.0,N,N,N,N
QQ,2,S,QQ,20,29JA,V,1.0,1.0,N,N,N,N
38,2,D,338,14,29JA,V,1.0,2.0,S,N,N,N
27,2,HS,278,17,29JA,V,1.0,1.0,N,N,N,N
28,2,D,278,17,29JA,V,1.0,2.0,S,N,N,N
5T,8,H,59T,24,8K,D,1.0,-1.0,N,N,N,N
38,8,D,378,18,8K,E,1.0,0.0,S,N,N,N
59,8,H,589,22,8K,D,1.0,-1.0,N,N,N,N
2T,8,H,2TJ,22,8K,D,1.0,-1.0,N,N,N,N
25,8,HHS,2456,17,8K,D,1.0,-1.0,N,N,N,N
5T,8,HS,55T,20,8K,V,1.0,1.0,N,N,N,N
39,8,HS,389,20,8K,V,1.0,1.0,N,N,N,N
48,J,HH,3488,23,9J,D,1.0,-1.0,N,N,N,N
67,J,H,678,21,9J,V,1.0,1.0,N,N,N,N
79,J,H,579,21,9J,V,1.0,1.0,N,N,N,N
8K,J,S,8K,18,9J,D,1.0,-1.0,N,N,N,N
